"site";"vegspecies";"buggroup";"family";"species";"size";"functional.group"
"Royal Park";"Dillwynia sp.";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Royal Park";"Corymbia maculata";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Westgate Park";"Correa glabra";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Royal Park";"Correa reflexa";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Garrard Street Reserve";"Angophora costata";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Carlton Gardens South";"Ficus macrophylla";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Lincoln Square";"Ficus macrophylla";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Lincoln Square";"Ficus macrophylla";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Princes Park";"Ficus macrophylla";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Quercus bicolor";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Carlton Gardens South";"Quercus robur";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Lincoln Square";"Tilia cordata";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Murchinson Square";"Ulmus procera";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Princes Park";"Ulmus procera";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Flies";"Ephydridae";"Hydrellia tritici";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Princes Park";"Poa labillardierei";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"University Square";"Cynodon dactylon35";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Carlton Gardens South";"Kniphofia sp.";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Princes Park";"Enchylaena tomentosa";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"State Library of Victoria";"Artemisia arborescens";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Fitzroy-Treasury Gardens";"Viburnum sp.";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"State Library of Victoria";"Viburnum sp.";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Argyle Square";"Lavandula sp.";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Princes Park";"Eucalyptus sideroxylon";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Fitzroy-Treasury Gardens";"Quercus bicolor";"Flies";"Phoridae";"Phoridae 1";3;"Herbivore"
"Royal Park";"Cynodon dactylon26";"Flies";"Phoridae";"Phoridae 2";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Clivia miniata";"Flies";"Phoridae";"Phoridae 2";2;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 2";2;"Herbivore"
"Westgate Park";"Cynodon dactylon39";"Flies";"Phoridae";"Phoridae 3";1;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 3";1;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Phoridae";"Phoridae 3";1;"Herbivore"
"Royal Park";"Acacia verniciflua";"Flies";"Phoridae";"Phoridae 3";1;"Herbivore"
"Argyle Square";"Buxus sp.";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Princes Park";"Poa labillardierei";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Royal Park";"Poa labillardierei";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Poa labillardierei";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Themeda triandra";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Themeda triandra";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon08";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon08";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Cynodon dactylon37";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Princes Park";"Lomandra longifolia";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"State Library of Victoria";"Dietes sp.";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Goodenia ovata";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Women's Peace Gardens";"Rosmarinus officinalis";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Royal Park";"Dillwynia sp.";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Royal Park";"Correa reflexa";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"State Library of Victoria";"Celtis australis";"Flies";"Phoridae";"Phoridae 4";1,5;"Herbivore"
"Westgate Park";"Rytidosperma sp.";"Flies";"Phoridae";"Phoridae 5";2,5;"Herbivore"
"Westgate Park";"Dianella sp.";"Flies";"Phoridae";"Phoridae 5";2,5;"Herbivore"
"Garrard Street Reserve";"Angophora costata";"Flies";"Phoridae";"Phoridae 5";2,5;"Herbivore"
"Westgate Park";"Rytidosperma sp.";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Carlton Gardens South";"Cynodon dactylon04";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon07";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Royal Park";"Cynodon dactylon24";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Royal Park";"Cynodon dactylon27";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"State Library of Victoria";"Artemisia arborescens";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Royal Park";"Melaleuca armillaris";"Flies";"Phoridae";"Phoridae 6";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Clivia miniata";"Flies";"Phoridae";"Phoridae 7";2;"Herbivore"
"Carlton Gardens South";"Cynodon dactylon04";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"Murchinson Square";"Cynodon dactylon16";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"Westgate Park";"Duma florulenta";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"State Library of Victoria";"Westringia fruticosa";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"Royal Park";"Corymbia maculata";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"Women's Peace Gardens";"Schinus molle";"Flies";"Syrphidae";"Syrphidae 1";4;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Flies";"Syrphidae";"Syrphidae 2";15;"Pollinator"
"Westgate Park";"Allocasuarina verticillata";"Flies";"Syrphidae";"Syrphidae 3";10;"Pollinator"
"Argyle Square";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Carlton Gardens South";"Argyranthemum sp.";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Argyle Square";"Rosmarinus officinalis";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Women's Peace Gardens";"Rosmarinus officinalis";"Heteropteran bugs";"Lygaeidae";"Nysius caledoniae";2,5;"Herbivore"
"Gardiner Reserve";"Platanus acerifolia";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Themeda triandra";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Themeda triandra";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Themeda triandra";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Westgate Park";"Themeda triandra";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Avena barbata";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon07";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon08";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon10";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Gardiner Reserve";"Cynodon dactylon12";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Gardiner Reserve";"Cynodon dactylon12";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Garrard Street Reserve";"Cynodon dactylon13";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Pleasance Gardens";"Cynodon dactylon17";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Princes Park";"Cynodon dactylon23";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Cynodon dactylon30";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Cynodon dactylon31";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Lincoln Square";"Miscanthus sinensis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Canna generalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Princes Park";"Lomandra longifolia";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Agapanthus praecox";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Dietes sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Dietes sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Bursaria spinosa";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Bursaria spinosa";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Bursaria spinosa";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Ozothamnus ferrugineus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Ozothamnus ferrugineus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Argyranthemum sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Argyranthemum sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"State Library of Victoria";"Artemisia arborescens";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Tanacetum vulgare";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Tanacetum vulgare";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Echium candicans";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Princes Park";"Nerium oleander";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Lincoln Square";"Trachelospermum jasminoides";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Lavandula sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Rosmarinus officinalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Rosmarinus officinalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Rosmarinus officinalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Salvia leucantha";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Salvia leucantha";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Salvia leucantha";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Aloysia citrodora";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Acacia acinacea";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Princes Park";"Melaleuca styphelioides";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Melaleuca viminalis";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Cistus sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Women's Peace Gardens";"Cistus sp.";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Argyle Square";"Ulmus procera";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Canning/Neil Street Reserve";"Schinus molle";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Heteropteran bugs";"Lygaeidae";"Nysius vinitor";2,5;"Herbivore"
"Carlton Gardens South";"Tanacetum vulgare";"Heteropteran bugs";"Lygaeidae";"Spilostethus hospes";12;"Herbivore"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Parasitoid wasps";"Agaonidae";"Agaonidae 1";3;"Pollinator"
"Fitzroy-Treasury Gardens";"Carex flagellifera";"Parasitoid wasps";"Agaonidae";"Agaonidae 1";3;"Pollinator"
"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Parasitoid wasps";"Agaonidae";"Agaonidae 1";3;"Pollinator"
"Lincoln Square";"Ficus macrophylla";"Parasitoid wasps";"Agaonidae";"Agaonidae 1";3;"Pollinator"
"Argyle Square";"Cynodon dactylon01";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Princes Park";"Cynodon dactylon20";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Princes Park";"Cynodon dactylon23";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Canna indica";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Echium candicans";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandiflora";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Lincoln Square";"Trachelospermum jasminoides";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Women's Peace Gardens";"Lavandula sp.";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Argyle Square";"Mentha pulegium";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Argyle Square";"Rosmarinus officinalis";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Women's Peace Gardens";"Rosmarinus officinalis";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Salvia leucantha";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Royal Park";"Corymbia maculata";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Royal Park";"Corymbia maculata";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Westgate Park";"Kunzea leptospermoides";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Princes Park";"Lophostemon confertus";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Women's Peace Gardens";"Cistus sp.";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Royal Park";"Calodendrum capense ";"Bees";"Apidae";"Apis mellifera";14,5;"Pollinator"
"Royal Park";"Poa labillardierei";"Bees";"Colletidae";"Callohesma sp. 1";3;"Pollinator"
"Royal Park";"Calodendrum capense ";"Bees";"Colletidae";"Euryglossina sp. 1";3;"Pollinator"
"Westgate Park";"Rytidosperma sp.";"Bees";"Colletidae";"Hyphesma atromicans";3,5;"Pollinator"
"Westgate Park";"Correa glabra";"Bees";"Colletidae";"Hylaeus sp. 1";6;"Pollinator"
"Carlton Gardens South";"Strelitzia reginae";"Bees";"Colletidae";"Colletidae 1";4;"Pollinator"
"Westgate Park";"Poa labillardierei";"Bees";"Crabronidae";"Crabronidae 1";8;"Other"
"Carlton Gardens South";"Cynodon dactylon06";"Bees";"Crabronidae";"Crabronidae 1";8;"Other"
"Royal Park";"Corymbia maculata";"Bees";"Crabronidae";"Crabronidae 2";5;"Other"
"Royal Park";"Correa reflexa";"Bees";"Crabronidae";"Crabronidae 2";5;"Other"
"Gardiner Reserve";"Platanus acerifolia";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Fitzroy-Treasury Gardens";"Helleborus sp.";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Baumea sp.";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Dichanthium sericeum";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Dichanthium sericeum";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Princes Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Royal Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Westgate Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
"Westgate Park";"Poa labillardierei";"Ants";"Formicidae";"Iridomyrmex sp. 1";3,5;"Other"
